REGISTRO_OPERADORA;CICLO;TP_AGRUPAMENTO;PCT_UNICO;PCT_AMBULATORIAL;PCT_INT_SEM_OBSTET;PCT_INT_COM_OBSTET;QT_CONTRATOS;QT_BENEF;RAZAO_SOCIAL
301574;2023;"Único";15,00;;;;1179;6540;"UNIMED DE LIMEIRA COOPERATIVA DE TRABALHO MÉDICO"
301728;2023;"Único";8,89;;;;635;3898;"PRONTOMED PLANOS DE SAÚDE LTDA"
301744;2023;"Único";5,45;;;;318;1602;"UNIMED MEIO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO"
302147;2023;"Único";15,50;;;;544;4620;"PREVENT SENIOR PRIVATE OPERADORA DE SAÚDE LTDA"
302228;2023;"Único";19,94;;;;50;346;"UNIMED VALE DO CORUMBÁ COOPERATIVA DE TRABALHO MEDICO"
302953;2023;"Único";1,86;;;;1033;5887;"UNIMED DE MACAÉ COOPERATIVA DE ASSISTÊNCIA À SAÚDE"
303178;2023;"Único";15,50;;;;794;2961;"UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA"
303267;2023;"Único";16,58;;;;4881;17606;"UNIMED JUNDIAI - COOPERATIVA DE TRABALHO MÉDICO"
303356;2023;"Único";9,34;;;;3912;15570;"UNIMED LITORAL COOPERATIVA DE TRABALHO MÉDICO LTDA"
303623;2023;"Único";15,50;;;;6991;22448;"CENTRO TRASMONTANO DE SAO PAULO"
303739;2023;"Único";9,63;;;;1489;4928;"SERMED-SAÚDE LTDA."
303844;2023;"Único";36,91;;;;46;452;"UNIMED DE ANDRADINA - COOPERATIVA DE TRABALHO MÉDICO"
303976;2023;"Único";10,47;;;;1192;6099;"UNIMED BELÉM COOPERATIVA DE TRABALHO MÉDICO"
304051;2023;"Único";8,47;;;;4685;14436;"UNIMED MONTES CLAROS COOPERATIVA DE TRABALHO MÉDICO LTDA."
304123;2023;"Único";9,37;;;;396;2049;"UNIMED DE AVARÉ COOPERATIVA DE TRABALHO MÉDICO"
304212;2023;"Único";15,50;;;;82;350;"ON MED ASSISTÊNCIA MÉDICA LTDA"
304344;2023;"Único";17,12;;;;1386;4955;"UNIMED PARÁ DE MINAS COOPERATIVA DE TRABALHO MÉDICO LTDA."
304395;2023;"Único";9,84;;;;988;3432;"UNIMED INCONFIDENTES COOPERATIVA DE TRABALHO MÉDICO LTDA."
304468;2023;"Único";5,47;;;;650;3000;"UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO"
304531;2023;"Único";9,63;;;;151;1025;"AME-ASSISTÊNCIA MÉDICA A EMPRESAS LTDA"
304701;2023;"Único";15,50;;;;17795;82978;"UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS"
304883;2023;"Único";14,35;;;;969;3926;"UNIMED DE BOTUCATU COOPERATIVA DE TRABALHO MÉDICO"
305227;2023;"Único";13,71;;;;497;2120;"UNIMED DO OESTE DO PARANÁ - COOP. DE TRABALHO MEDICO"
305472;2023;"Único";8,06;;;;597;3699;"UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MÉDICO LTDA"
305626;2023;"Único";9,55;;;;333;1256;"PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A"
305928;2023;"Único";15,50;;;;21;107;"NOSAMED ASSISTÊNCIA MÉDICA LTDA."
306100;2023;"Único";10,75;;;;1412;3683;"UNIMED REGIONAL DE CAMPO MOURÃO COOP TRAB MEDICO"
306126;2023;"Único";7,22;;;;401;3736;"UNIMED DE RIO CLARO SP COOPERATIVA DE TRABALHO MEDICO"
306398;2023;"Subagrupado";;12,70;;17,98;3442;19406;"UNIMED - COOPERATIVA DE SERVIÇOS DE SAÚDE DOS VALES DO TAQUARI E RIO PARDO LTDA."
306762;2023;"Único";14,49;;;;3098;11232;"UNIMED REGIONAL JAU - COOPERATIVA DE TRABALHO MÉDICO"
306886;2023;"Único";17,35;;;;5119;15546;"UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MÉDICO LTDA"
309087;2023;"Único";1,86;;;;459;2126;"UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA"
309222;2023;"Único";19,87;;;;26004;80355;"GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA"
309524;2023;"Único";8,32;;;;191;669;"UNIMED DE MONTE ALTO - COOPERATIVA DE TRABALHO MÉDICO"
309907;2023;"Único";8,91;;;;342;2393;"UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO"
310247;2023;"Único";16,00;;;;4599;20955;"CIRCULO OPERARIO CAXIENSE"
311146;2023;"Único";15,00;;;;105;605;"UNIMED COSTA VERDE RJ"
311294;2023;"Único";15,50;;;;669;2828;"UNIMED DE OURINHOS - COOPERATIVA DE TRABALHO MÉDICO"
311359;2023;"Único";9,11;;;;890;3326;"FUNDAÇÃO DE SAÚDE ITAIGUAPY"
311472;2023;"Único";9,87;;;;1786;4374;"CEAM BRASIL - PLANOS DE SAÚDE LTDA"
311618;2023;"Único";19,07;;;;1018;1276;"UNIMED MISSÕES/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
311715;2023;"Único";14,64;;;;2737;11273;"UNIMED ENCOSTA DA SERRA/RS SOCIEDADE COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA."
311847;2023;"Único";8,06;;;;131;1172;"UNIMED REGIONAL DA BAIXA MOGIANA - COOPERATIVA DE TRABALHO MÉDICO"
311944;2023;"Único";15,50;;;;272;1426;"UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MÉDICO"
311961;2023;"Único";13,58;;;;133;965;"UNIMED DE MANAUS COOP. DO TRABALHO MÉDICO LTDA"
312282;2023;"Único";16,88;;;;193;652;"INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA"
312347;2023;"Único";11,02;;;;939;3152;"UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO."
312363;2023;"Único";21,89;;;;29045;85468;"UNIMED DO EST. DO RJ FEDERAÇÃO EST. DAS COOPERATIVAS MÉDICAS"
312592;2023;"Único";10,45;;;;938;2534;"UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO"
312720;2023;"Único";15,50;;;;149;1355;"UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS"
313084;2023;"Único";15,00;;;;649;2903;"COOPERATIVA DE TRABALHO MEDICO DE ARAGUAÍNA - UNIMED ARAGUAÍNA"
313149;2023;"Único";9,63;;;;65;398;"UNIMED DE BATATAIS - COOPERATIVA DE TRABALHO MÉDICO"
313211;2023;"Único";19,42;;;;1251;3739;"UNIMED VALE DO CAÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
313971;2023;"Único";15,50;;;;156;1825;"FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO DO ACRE, AMAPÁ, AMAZONAS, PARÁ, RONDONIA E RORAIMA"
314099;2023;"Único";17,66;;;;1642;8013;"UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO"
314218;2023;"Único";12,90;;;;10270;36192;"ASSOCIAÇÃO DE BENEFICÊNCIA E FILANTROPIA SÃO CRISTOVÃO"
314242;2023;"Único";17,92;;;;121;798;"UNIMED DE PIRASSUNUNGA COOPERATIVA DE TRABALHO MÉDICO"
314587;2023;"Único";5,46;;;;606;3010;"UNIMED VIÇOSA - COOPERATIVA DE TRABALHO MÉDICO"
314706;2023;"Único";15,50;;;;386;1630;"HOSPITAL CESAR LEITE"
314781;2023;"Único";15,50;;;;198;717;"UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO"
315265;2023;"Único";19,87;;;;3128;11923;"PARANA ASSISTENCIA MEDICA LTDA"
315494;2023;"Único";8,06;;;;441;1703;"UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA"
315648;2023;"Único";15,50;;;;732;2623;"UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA"
315729;2023;"Único";8,16;;;;2627;8976;"UNIMED DE PIRACICABA SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS"
315796;2023;"Único";8,45;;;;1055;6453;"UNIMED DE PRESIDENTE PRUDENTE COOPERATIVA DE TRAB. MÉDICO"
316148;2023;"Único";13,13;;;;1203;5335;"UNIMED POÇOS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÇOS MÉDICOS"
316458;2023;"Único";15,50;;;;7;45;"UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO"
317012;2023;"Único";10,00;;;;447;2382;"COOPERATIVA DE TRABALHO MÉDICO DO PLANALTO NORTE DE SANTA CATARINA LTDA"
317144;2023;"Único";11,23;;;;20410;59818;"UNIMED DE FORTALEZA SOCIEDADE COOPERATIVA MÉDICA LTDA."
318035;2023;"Único";15,50;;;;558;2802;"UNIMED GUAXUPÉ COOPERATIVA DE TRABALHO MEDICO"
318213;2023;"Único";3,79;;;;319;1654;"COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO"
318299;2023;"Único";12,31;;;;3492;13691;"BENEFICENCIA CAMILIANA DO SUL"
318388;2023;"Único";12,00;;;;69;753;"UNIMED DE SÃO ROQUE - COOPERATIVA DE TRABALHO MÉDICO"
319121;2023;"Único";14,25;;;;10865;37422;"UNIMED DIVINOPOLIS - COOPERATIVA DE TRABALHO MEDICO LTDA"
319180;2023;"Único";15,50;;;;168;927;"SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA LTDA"
319384;2023;"Único";13,20;;;;352;2465;"UNIMED PLANALTO MÉDIO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
319422;2023;"Único";15,50;;;;727;3685;"IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA"
319708;2023;"Único";11,97;;;;1230;5355;"UNIMED SANTA MARIA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA"
319996;2023;"Único";35,94;;;;80;419;"UNIMED DO ESTADO DE SÃO PAULO - FEDERAÇÃO ESTADUAL DAS COOP. MÉDICAS"
320251;2023;"Único";7,34;;;;3552;14456;"UNIMED RIO VERDE COOPERATIVA TRABALHO MEDICO"
320706;2023;"Subagrupado";;13,10;14,90;14,90;4486;12368;"UNIMED SUL CAPIXABA COOPERATIVA DE TRABALHO MÉDICO"
320862;2023;"Único";13,75;;;;1560;6377;"UNIMED DE PARANAVAÍ COOPERATIVA DE TRABALHO MÉDICO"
320897;2023;"Único";15,68;;;;675;2555;"UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MÉDICO"
321044;2023;"Único";15,50;;;;1599;6524;"UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO"
321087;2023;"Único";5,45;;;;51;399;"UNIMED MARQUES DE VALENÇA COOPERATIVA DE TRABALHO MÉDICO LTDA."
321273;2023;"Único";5,45;;;;2531;11112;"UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO MÉDICO"
321320;2023;"Único";15,50;;;;113;710;"IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI"
321338;2023;"Único";15,50;;;;83;813;"AMERON - ASSISTÊNCIA MÉDICA RONDÔNIA S/A."
321931;2023;"Único";9,63;;;;418;1145;"CONFERÊNCIA SÃO JOSÉ DO AVAÍ"
321958;2023;"Único";15,50;;;;4395;14028;"UNIMED DO CEARÁ - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS MÉDICAS DO ESTADO DO CEARÁ LTDA."
322326;2023;"Único";5,45;;;;320;1430;"ASSOCIAÇÃO BENEFICENTE CATÓLICA"
322571;2023;"Único";15,50;;;;942;3682;"UNIMED GUARAPUAVA COOPERATIVA DE TRABALHO MÉDICO"
322831;2023;"Único";17,98;;;;198;688;"UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDICO"
323004;2023;"Único";1,86;;;;15;146;"UNIMED DE PENAPOLIS - COOPERATIVA DE TRABALHO MEDICO"
323055;2023;"Único";15,37;;;;340;1349;"UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO"
323268;2023;"Único";15,41;;;;3421;12221;"UNIMED VALE DO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO"
323357;2023;"Único";5,70;;;;756;2549;"UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA."
323926;2023;"Único";1,86;;;;319;1419;"UNIMED SÃO JOÃO DEL REI - COOPERATIVA DE TRABALHO MÉDICO"
323942;2023;"Único";5,60;;;;163;934;"FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO"
323993;2023;"Único";19,79;;;;347;1240;"UNIMED PETROPOLIS-RJ COOPERATIVA DE TRABALHO MÉDICO"
324159;2023;"Único";18,05;;;;153;1174;"UNIMED ALTA MOGIANA COOPERATIVA DE TRABALHO MÉDICO"
324175;2023;"Único";1,86;;;;701;3432;"UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MÉDICO"
324213;2023;"Único";4,18;;;;4;25;"UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO"
324299;2023;"Único";5,45;;;;225;1457;"PLAMER PLANO MEDICO RESENDE LTDA"
324345;2023;"Único";3,79;;;;644;4073;"UNIMED COSTA DO DESCOBRIMENTO COOPERATIVA DE TRABALHO MÉDICO"
324566;2023;"Único";20,57;;;;1344;11314;"UNIMED DE CATALÃO COOPERATIVA DE TRABALHO MÉDICO"
325031;2023;"Único";13,36;;;;260;1086;"UNIMED DE LENÇOIS PAULISTA - COOPERATIVA DE TRABALHO MÉDICO"
325236;2023;"Único";3,79;;;;1372;5076;"ASSISTÊNCIA MÉDICA SÃO MIGUEL LTDA"
325465;2023;"Único";10,00;;;;19;123;"AMPARA ASSISTÊNCIA MÉDICA PARAÍSO LTDA"
325571;2023;"Único";11,43;;;;8468;33537;"UNIMED NORDESTE RS SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS LTDA."
326089;2023;"Único";9,85;;;;76;396;"UNIMED DE FERNANDOPOLIS - COOPERATIVA DE TRABALHO MÉDICO"
326305;2023;"Único";23,40;;;;194624;658873;"AMIL ASSISTÊNCIA MÉDICA INTERNACIONAL S.A."
326500;2023;"Único";17,21;;;;3857;14807;"SOBAM CENTRO MÉDICO HOSPITALAR S.A."
326755;2023;"Único";15,50;;;;2127;6829;"ASSOCIAÇÃO EVANGELICA BENEFICENTE DE LONDRINA"
326861;2023;"Único";15,00;;;;245;2119;"PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A."
327352;2023;"Único";15,50;;;;1384;3438;"UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO"
327417;2023;"Único";18,27;;;;2844;10217;"AUSTACLINICAS ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA"
327468;2023;"Único";11,79;;;;201;806;"UNIMED SUDOESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO"
327638;2023;"Único";11,82;;;;201;646;"UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA."
327689;2023;"Único";8,16;;;;1173;4392;"UNIMED MACEIO COOPERATIVA DE TRABALHO MÉDICO"
328073;2023;"Único";11,63;;;;756;3466;"UNIMED DE VOTUPORANGA - COOPERATIVA DE TRABALHO MÉDICO"
328294;2023;"Único";17,45;;;;37;131;"UNIMED NORDESTE PAULISTA - FED. INTRAFEDERATIVA DAS COOP. MÉDICAS"
328375;2023;"Único";13,20;;;;38;344;"UNIMED REGIÃO DA FRONTEIRA - RS COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
328537;2023;"Único";10,30;;;;3507;12893;"MED-TOUR ADMINISTRADORA DE BENEFÍCIOS E EMPREENDIMENTOS LTDA."
329339;2023;"Único";8,25;;;;3354;18073;"UNIMED DE CRICIÚMA COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO CARBONÍFERA"
329355;2023;"Único";9,63;;;;51;300;"IRMANDADE DE MISERICORDIA DE PORTO FERREIRA"
329886;2023;"Único";16,00;;;;474;1809;"UNIMED DE JABOTICABAL COOP. DE TRABALHO MÉDICO"
330108;2023;"Único";12,00;;;;2889;7179;"UNIMED CURVELO COOPERATIVA DE TRABALHO MÉDICO LTDA."
330116;2023;"Único";8,07;;;;43;380;"SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA"
330264;2023;"Único";5,45;;;;265;925;"UNIMED DE BARRA MANSA SOC. COOP. SERV.MED.E HOSPIT."
330566;2023;"Único";35,00;;;;67;760;"UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO"
330892;2023;"Único";14,87;;;;608;4116;"ASSOCIAÇÃO SAÚDE CONCEIÇÃO"
331341;2023;"Único";19,99;;;;150;1150;"UNIMED DE BEBEDOURO COOPERATIVA DE TRABALHO MÉDICO"
331651;2023;"Único";8,06;;;;572;2480;"UNIMED ARAXÁ COOPERATIVA DE TRABALHO MÉDICO LTDA."
331872;2023;"Único";7,19;;;;4802;15169;"UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO"
333051;2023;"Único";8,89;;;;8608;30792;"UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MÉDICO"
333808;2023;"Único";15,50;;;;358;1093;"IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO"
333867;2023;"Único";10,66;;;;228;1642;"ASSOCIAÇAO UNISAUDE MARAU"
333875;2023;"Único";14,25;;;;779;2365;"IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS"
334154;2023;"Único";45,07;;;;106;326;"UNIMED DE CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO"
334561;2023;"Único";14,14;;;;5348;36854;"UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO"
334847;2023;"Único";13,13;;;;405;1924;"UNIMED DE JATAÍ COOPERATIVA DE TRABALHO MÉDICO LTDA."
335100;2023;"Único";17,00;;;;7926;21148;"UNIMED SAO JOSÉ DO RIO PRETO - COOP. DE TRABALHO MÉDICO"
335215;2023;"Único";9,18;;;;1457;5154;"UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA"
335479;2023;"Único";8,00;;;;3329;11105;"UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA."
335517;2023;"Único";6,00;;;;1163;3897;"UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO"
335541;2023;"Único";10,06;;;;952;5067;"UNIMED VALE DAS ANTAS, RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
335592;2023;"Único";15,50;;;;9549;34621;"UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO"
335690;2023;"Único";9,67;;;;17438;73388;"UNIMED CAMPINAS - COOPERATIVA DE TRABALHO MÉDICO"
336106;2023;"Único";20,47;;;;1354;5548;"UNIMED DE MARILIA COOPERATIVA DE TRABALHO MÉDICO"
336467;2023;"Único";15,50;;;;11;122;"UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO"
336831;2023;"Único";19,28;;;;3271;13396;"IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ"
336858;2023;"Único";15,79;;;;69;566;"UNIMED FRANCISCO BELTRAO COOPERATIVA DE TRABALHO MEDICO"
337188;2023;"Único";36,62;;;;1360;8338;"COOPERATIVA DE TRABALHO MÉDICO DE POUSO ALEGRE"
337374;2023;"Único";15,50;;;;181;864;"UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA"
337561;2023;"Único";4,65;;;;128;581;"UNIMED VALE DO CARANGOLA COOPERATIVA DE TRABALHO MEDICO LTDA"
337668;2023;"Único";13,07;;;;1296;10141;"UNIMED SERGIPE - COOPERATIVA DE TRABALHO MÉDICO"
337871;2023;"Único";15,50;;;;37;443;"UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA"
338346;2023;"Único";9,63;;;;427;2904;"SULMED - ASSISTÊNCIA MÉDICA LTDA"
339679;2023;"Único";23,00;;;;86497;347992;"UNIMED NACIONAL - COOPERATIVA CENTRAL"
339954;2023;"Único";19,86;;;;4928;13726;"FUNDAÇÃO SÃO FRANCISCO XAVIER"
340251;2023;"Único";3,79;;;;260;1600;"UNIMED EXTREMO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO"
340782;2023;"Único";19,94;;;;26922;109696;"CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA"
340952;2023;"Único";0,17;;;;2418;7727;"UNIMED CARUARU-COOPERATIVA DE TRABALHO MEDICO"
341941;2023;"Único";8,46;;;;315;2181;"HOSPITAL DE PRONTOCLINICA LTDA."
342033;2023;"Único";19,07;;;;3557;14092;"SAMP ESPÍRITO SANTO ASSISTÊNCIA MÉDICA LTDA."
342084;2023;"Único";16,57;;;;7186;36698;"UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO"
342131;2023;"Único";15,50;;;;14;192;"UNIMED VILHENA - COOPERATIVA DE TRABALHO MEDICO LTDA"
342157;2023;"Único";11,02;;;;63;358;"UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO"
342343;2023;"Único";14,57;;;;445;1703;"UNIMED DE PINDAMONHANGABA - COOPERATIVA TRABALHO MEDICO"
342386;2023;"Único";8,45;;;;192;898;"UNIMED DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO"
342556;2023;"Único";10,75;;;;3036;11405;"ASSOCIAÇÃO DR. BARTHOLOMEU TACCHINI"
342807;2023;"Único";11,43;;;;4609;15325;"SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA"
342955;2023;"Único";5,59;;;;44;153;"CLIMESA CLÍNICA MÉDICA SANTANA LTDA"
343064;2023;"Único";9,78;;;;405;1677;"GARANTIA DE SAÚDE LTDA"
343153;2023;"Único";11,02;;;;2;22;"UNIMED SOUSA - COOPERATIVA DE TRABALHO MÉDICO"
343269;2023;"Único";13,61;;;;4029;19167;"UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO"
343676;2023;"Único";9,63;;;;285;676;"SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA"
343684;2023;"Único";13,20;;;;581;2722;"UNIMED ALTO DA SERRA - SOCIEDADE COOPERATIVA DE SERVIÇO MÉDICO LTDA."
343722;2023;"Único";25,77;;;;122;729;"UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA"
343731;2023;"Único";9,33;;;;2351;12477;"UNIMED-SÃO GONÇALO - NITERÓI - SOC.COOP.SERV.MED E HOSP LTDA"
343765;2023;"Único";17,92;;;;385;1162;"UNIMED CALDAS NOVAS - COOPERATIVA DE TRABALHO MEDICO"
343889;2023;"Único";15,50;;;;29458;152579;"UNIMED BELO HORIZONTE COOPERATIVA DE TRABALHO MÉDICO"
344362;2023;"Único";19,94;;;;940;5150;"SÃO LUCAS SAÚDE S/A"
344397;2023;"Único";11,00;;;;491;2564;"UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO"
344729;2023;"Único";12,36;;;;1006;3693;"UNIMED VARGINHA COOPERATIVA DE TRABALHO MÉDICO"
344788;2023;"Único";5,45;;;;16;172;"UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO"
344800;2023;"Único";19,79;;;;16788;48956;"ALVORECER - ASSOCIAÇÃO DE SOCORROS MÚTUOS"
344885;2023;"Único";16,45;;;;2942;10993;"UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO"
344915;2023;"Único";7,32;;;;23;65;"SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS"
345091;2023;"Único";4,47;;;;97;717;"SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA"
345458;2023;"Único";8,06;;;;470;1780;"UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO"
345598;2023;"Único";8,16;;;;1318;4753;"UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO"
345709;2023;"Único";1,86;;;;1803;5624;"UNIMED CONSELHEIRO LAFAIETE COOPERATIVA DE TRABALHO MÉDICO LTDA"
345741;2023;"Único";8,16;;;;43;220;"IRMANDADE SANTA CASA DE MISERICÓRDIA DE ITAPEVA"
345776;2023;"Único";22,66;;;;607;2388;"UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO MÉDICO"
346276;2023;"Único";29,97;;;;1849;7253;"UNIMED SALTO/ITU - COOPERATIVA MÉDICA"
346870;2023;"Único";9,50;;;;415;2615;"PORTO ALEGRE CLÍNICAS LTDA."
346951;2023;"Único";25,00;;;;256;1389;"UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO"
347108;2023;"Único";8,32;;;;338;1494;"UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO"
347507;2023;"Único";8,06;;;;472;2780;"UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO"
347655;2023;"Único";7,96;;;;220;1900;"IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO"
347736;2023;"Único";8,88;;;;1774;6677;"UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA"
348082;2023;"Único";8,16;;;;361;2184;"UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO"
348180;2023;"Único";15,50;;;;21718;63087;"HUMANA SAÚDE SUL LTDA."
348244;2023;"Único";12,76;;;;1632;7070;"UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO"
348261;2023;"Único";10,01;;;;766;2882;"UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO"
348295;2023;"Único";14,50;;;;5518;20598;"UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉDICO"
348520;2023;"Único";19,94;;;;19545;67815;"NOTRE DAME INTERMÉDICA MINAS GERAIS SAÚDE S.A."
348830;2023;"Único";8,16;;;;1163;4913;"PLENA SAÚDE S.A."
349534;2023;"Único";1,86;;;;1661;6701;"UNIMED SETE LAGOAS COOPERATIVA TRABALHO MÉDICO"
349682;2023;"Subagrupado";;4,65;;13,00;6859;32040;"DOCTOR CLIN OPERADORA DE PLANOS DE SAÚDE LTDA."
349712;2023;"Único";11,08;;;;3111;11471;"UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO"
350141;2023;"Único";20,89;;;;5957;23304;"PARANÁ CLÍNICAS - PLANOS DE SAÚDE S/A"
350249;2023;"Único";19,94;;;;1030;8786;"H.B. SAÚDE S/A."
350371;2023;"Único";10,01;;;;2023;6605;"UNIMED DO SUDOESTE COOPERATIVA DE TRABALHO MEDICO LTDA"
350648;2023;"Único";13,20;;;;379;1458;"UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
350699;2023;"Único";5,45;;;;185;1317;"CENTRO HOSPITALAR ATIBAIA LTDA."
351202;2023;"Único";9,75;;;;8755;29329;"UNIMED DE RIBEIRAO PRETO - COOPERATIVA DE TRABALHO MÉDICO"
351270;2023;"Único";13,00;;;;863;4156;"POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA"
351407;2023;"Único";15,02;;;;332;1725;"UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MÉDICO"
351776;2023;"Único";11,52;;;;136;640;"UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÉDICO"
